municipio,data_semeadura,isna_medio,isna_desvio,n_anos,freq_evento_adverso,freq_deficit_faseI,freq_deficit_faseIII,freq_frio_floracao,freq_geada,freq_excesso_faseIV,risco_climatico,produtividade_media_kg_ha,produtividade_desvio_kg_ha,classe_produtividade,pct_anos_cobre_custo,margem_media_rs_ha_100pct,risco_economico,margem_media_rs_ha_rateio50,margem_media_rs_ha_rateio_proporcional,score_clima,score_produtividade,score_economico,score_integrado
Serranópolis do Iguaçu,05/03/,0.7411052224147255,0.0896121467899361,27,0.3333333333333333,0.2592592592592592,0.1111111111111111,1.0,0.0,0.5555555555555556,Risco climático 40%,3224.4524060588533,563.884717435438,Produtividade prevista intermediária,3.8,-863.9331319024806,Mais viável,37.16397345874956,204.0338077849033,2,1,0,3
Serranópolis do Iguaçu,15/02/,0.7334176536309888,0.094873620762426,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8148148148148148,0.0,0.4444444444444444,Risco climático 30%,3207.722234803077,603.9913664097371,Produtividade prevista intermediária,7.7,-877.8617299346499,Viabilidade intermediária,23.235375426580102,190.10520975273383,1,1,1,3
Serranópolis do Iguaçu,15/03/,0.754923071217524,0.0916136567440605,27,0.4814814814814814,0.3703703703703703,0.1111111111111111,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3203.005733392595,542.8893521150884,Produtividade prevista intermediária,7.7,-882.597156905828,Viabilidade intermediária,18.499948455402283,185.369782781556,3,1,1,5
Serranópolis do Iguaçu,25/02/,0.7306288685363386,0.0932795204713211,27,0.2592592592592592,0.2222222222222222,0.1111111111111111,0.9629629629629628,0.0,0.4814814814814814,Risco climático 30%,3267.883090973464,481.33671336627197,Alta produtividade prevista,7.7,-852.4109773214259,Mais viável,48.68612803980414,215.55596236595795,1,0,0,1
Serranópolis do Iguaçu,25/03/,0.756643710116724,0.1077439025420723,27,0.5555555555555556,0.4814814814814814,0.1111111111111111,1.0,0.1851851851851851,0.5925925925925926,Inapto (risco > 40%),3228.866488637208,569.3238829170631,Produtividade prevista intermediária,7.7,-867.5608049284638,Mais viável,33.53630043276607,200.40613475891985,3,1,0,4
São José das Palmeiras,05/02/,0.6733770103580988,0.1406204713859476,27,0.4814814814814814,0.2592592592592592,0.4074074074074074,0.2222222222222222,0.0,0.2592592592592592,Inapto (risco > 40%),2844.852612547023,563.2052382348439,Baixa produtividade prevista,3.8,-987.9676317964472,Menos viável,-86.870526435217,79.99930789093672,3,2,2,7
São José das Palmeiras,05/03/,0.6857583050377096,0.1140351121906528,27,0.4444444444444444,0.3703703703703703,0.1851851851851851,0.925925925925926,0.0,0.4444444444444444,Inapto (risco > 40%),2925.805890919184,645.1741333093175,Baixa produtividade prevista,3.8,-952.745969222934,Menos viável,-51.64886386170401,115.22097046444968,3,2,2,7
São José das Palmeiras,15/02/,0.6761335423508418,0.1192905150255115,27,0.3703703703703703,0.1111111111111111,0.2962962962962963,0.4814814814814814,0.0,0.3333333333333333,Risco climático 40%,2901.325766788799,583.892268227761,Baixa produtividade prevista,3.8,-968.2550664962166,Menos viável,-67.15796113498676,99.711873191167,2,2,2,6
São José das Palmeiras,15/03/,0.7051712788679441,0.1098338486706725,27,0.7037037037037037,0.5185185185185185,0.1851851851851851,1.0,0.0,0.4814814814814814,Inapto (risco > 40%),2876.5701034526624,558.3292940841318,Baixa produtividade prevista,3.8,-985.017047498007,Menos viável,-83.91994213677698,82.9498921893768,3,2,2,7
São José das Palmeiras,25/02/,0.6722383645449128,0.1149177418922091,27,0.4074074074074074,0.2962962962962963,0.1851851851851851,0.7777777777777778,0.0,0.3703703703703703,Inapto (risco > 40%),2875.8381680937214,588.8425889530004,Baixa produtividade prevista,3.8,-960.773309472416,Menos viável,-59.67620411118581,107.19363021496792,3,2,2,7
São José das Palmeiras,25/03/,0.713115635435136,0.1240967121521866,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.4444444444444444,Inapto (risco > 40%),2938.119274097802,567.5826788687048,Baixa produtividade prevista,3.8,-956.2675582800468,Menos viável,-55.17045291881653,111.6993814073372,3,2,2,7
São Miguel do Iguaçu,05/02/,0.6716371005235521,0.1353073142380041,27,0.4444444444444444,0.2592592592592592,0.3703703703703703,0.4444444444444444,0.0,0.3333333333333333,Inapto (risco > 40%),2936.9402628906546,756.3696997139526,Baixa produtividade prevista,7.7,-964.8906606431392,Menos viável,-63.793555281908944,103.0762790442448,3,2,2,7
São Miguel do Iguaçu,05/03/,0.6928003570755796,0.0966625863483767,27,0.5555555555555556,0.5185185185185185,0.1851851851851851,0.9629629629629628,0.0,0.4444444444444444,Inapto (risco > 40%),3080.9198803381973,687.25925195746,Baixa produtividade prevista,7.7,-897.0723904136631,Viabilidade intermediária,4.024714947567068,170.89454927372077,3,2,1,6
São Miguel do Iguaçu,15/02/,0.6736776003698409,0.1125747462811843,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.7407407407407407,0.0,0.3703703703703703,Inapto (risco > 40%),3008.5031624417197,769.4699369588012,Baixa produtividade prevista,7.7,-926.4149445120464,Menos viável,-25.317839150816464,141.5519951753373,3,2,2,7
São Miguel do Iguaçu,15/03/,0.71692911731339,0.0985456355480729,27,0.6666666666666666,0.5185185185185185,0.1481481481481481,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3001.620374188892,724.3567793775868,Baixa produtividade prevista,7.7,-936.0399108621184,Menos viável,-34.9428055008886,131.92702882526518,3,2,2,7
São Miguel do Iguaçu,25/02/,0.675729527318358,0.1016478086411192,27,0.3703703703703703,0.3333333333333333,0.1481481481481481,0.8888888888888888,0.0,0.4074074074074074,Risco climático 40%,3035.55433598923,745.4776343752326,Baixa produtividade prevista,7.7,-906.9329586239166,Viabilidade intermediária,-5.835853262686476,161.0339810634672,2,2,1,5
São Miguel do Iguaçu,25/03/,0.7241587957017254,0.1173220179564276,27,0.7037037037037037,0.6296296296296297,0.1111111111111111,1.0,0.1111111111111111,0.4444444444444444,Inapto (risco > 40%),3061.57740599489,705.7145722315964,Baixa produtividade prevista,7.7,-909.932725478946,Viabilidade intermediária,-8.83562011771612,158.03421420843767,3,2,1,6
São Pedro do Iguaçu,05/02/,0.7281381832183518,0.1188289764750065,27,0.3703703703703703,0.1851851851851851,0.2592592592592592,0.5185185185185185,0.0,0.3333333333333333,Risco climático 40%,3203.2169876906123,494.3037206000755,Produtividade prevista intermediária,3.8,-895.3819194935534,Viabilidade intermediária,5.715185867676662,172.58502019383042,2,1,1,4
São Pedro do Iguaçu,05/03/,0.7241781374052939,0.0973697637014445,27,0.3703703703703703,0.2592592592592592,0.1481481481481481,1.0,0.0,0.5185185185185185,Risco climático 40%,3268.50892382386,494.2502126441344,Alta produtividade prevista,7.7,-853.9052605687846,Mais viável,47.191844792445394,214.0616791185992,2,0,0,2
São Pedro do Iguaçu,15/02/,0.7268197279293039,0.0987145515535248,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8518518518518519,0.0,0.3703703703703703,Risco climático 30%,3205.135077217882,517.5599335295218,Produtividade prevista intermediária,7.7,-890.4047469285196,Viabilidade intermediária,10.69235843271043,177.56219275886423,1,1,1,3
São Pedro do Iguaçu,15/03/,0.7338109475267349,0.1003449411010682,27,0.5555555555555556,0.4444444444444444,0.1111111111111111,1.0,0.037037037037037,0.4444444444444444,Inapto (risco > 40%),3255.5173727011215,465.8180865371895,Alta produtividade prevista,7.7,-873.6788332240753,Mais viável,27.418272137154386,194.2881064633081,3,0,0,3
São Pedro do Iguaçu,25/02/,0.7170564259323897,0.0999450621464658,27,0.2962962962962963,0.2222222222222222,0.1481481481481481,0.9629629629629628,0.0,0.4074074074074074,Risco climático 30%,3241.4810685672833,480.7823028753308,Alta produtividade prevista,7.7,-864.2891025955086,Mais viável,36.80800276572128,203.67783709187503,1,0,0,1
São Pedro do Iguaçu,25/03/,0.734020047138187,0.1174232490992409,27,0.6666666666666666,0.6296296296296297,0.1111111111111111,1.0,0.1851851851851851,0.5555555555555556,Inapto (risco > 40%),3219.309571679649,451.992815181251,Produtividade prevista intermediária,3.8,-882.3471710699715,Viabilidade intermediária,18.74993429125876,185.6197686174125,3,1,1,5
Terra Roxa,05/02/,0.6710074490662042,0.1284223774416446,27,0.5185185185185185,0.1851851851851851,0.4074074074074074,0.2962962962962963,0.0,0.1481481481481481,Inapto (risco > 40%),2981.451619410562,554.4073710278844,Baixa produtividade prevista,7.7,-944.4431493236729,Menos viável,-43.34604396244247,123.52379036371124,3,2,2,7
Terra Roxa,05/03/,0.6518616354495171,0.1319246707828475,27,0.5555555555555556,0.4444444444444444,0.2962962962962963,0.9629629629629628,0.0,0.3703703703703703,Inapto (risco > 40%),2992.2209692952856,556.4934004078498,Baixa produtividade prevista,7.7,-932.8863183610464,Menos viável,-31.78921299981609,135.08062132633765,3,2,2,7
Terra Roxa,15/02/,0.6641770144463792,0.1191952333421361,27,0.4074074074074074,0.074074074074074,0.4074074074074074,0.6296296296296297,0.0,0.1851851851851851,Inapto (risco > 40%),2958.4367116593703,519.2481684845972,Baixa produtividade prevista,3.8,-953.7884369502416,Menos viável,-52.69133158901136,114.17850273714242,3,2,2,7
Terra Roxa,15/03/,0.6559611189892308,0.129547861311253,27,0.6666666666666666,0.5925925925925926,0.1851851851851851,1.0,0.0,0.2592592592592592,Inapto (risco > 40%),2960.5599318647005,477.6685726753063,Baixa produtividade prevista,3.8,-950.9162532007314,Menos viável,-49.81914783950111,117.05068648665268,3,2,2,7
Terra Roxa,25/02/,0.6487231165293196,0.1280700836342502,27,0.4444444444444444,0.2962962962962963,0.2592592592592592,0.8148148148148148,0.0,0.3333333333333333,Inapto (risco > 40%),3003.6384911765713,568.0120713344835,Baixa produtividade prevista,7.7,-928.917639835035,Menos viável,-27.82053447380496,139.04929985234872,3,2,2,7
Terra Roxa,25/03/,0.6612094557854067,0.1327027675730503,27,0.7407407407407407,0.6666666666666666,0.1851851851851851,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),3023.3039996221332,498.63883013199785,Baixa produtividade prevista,7.7,-924.9964520841175,Menos viável,-23.899346722887387,142.97048760326635,3,2,2,7
Toledo,05/02/,0.711456115918854,0.125124406279506,27,0.5185185185185185,0.1851851851851851,0.4074074074074074,0.4074074074074074,0.0,0.1851851851851851,Inapto (risco > 40%),3145.6247036897976,521.4285575277672,Produtividade prevista intermediária,7.7,-903.336949507564,Viabilidade intermediária,-2.2398441463337453,164.62999017982008,3,1,1,5
Toledo,05/03/,0.6910329412107458,0.1119503778689671,27,0.4074074074074074,0.2592592592592592,0.2592592592592592,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3173.258581599409,646.3509314460159,Produtividade prevista intermediária,7.7,-891.2916088845354,Viabilidade intermediária,9.805496476694543,176.67533080284832,3,1,1,5
Toledo,15/02/,0.7070027585536593,0.1075427610525407,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.2222222222222222,Risco climático 30%,3098.8817517098546,617.9675854158958,Baixa produtividade prevista,3.8,-930.472856157349,Menos viável,-29.37575079611882,137.49408353003494,1,2,2,5
Toledo,15/03/,0.6976167533640877,0.112135454870255,27,0.6296296296296297,0.5185185185185185,0.1851851851851851,1.0,0.037037037037037,0.4074074074074074,Inapto (risco > 40%),3141.804773287145,621.7353280285236,Produtividade prevista intermediária,7.7,-912.8951464482152,Menos viável,-11.798041086984975,155.0717932391688,3,1,2,6
Toledo,25/02/,0.6886692036236413,0.1099758108414028,27,0.3703703703703703,0.2222222222222222,0.1851851851851851,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%,3150.2458458466695,555.6266782952906,Produtividade prevista intermediária,7.7,-896.000085028913,Viabilidade intermediária,5.097020332317348,171.9668546584711,2,1,1,4
Toledo,25/03/,0.6984315530288908,0.1222462142239157,27,0.7037037037037037,0.6296296296296297,0.1481481481481481,1.0,0.1481481481481481,0.4074074074074074,Inapto (risco > 40%),3161.7259910094795,588.7198522856112,Produtividade prevista intermediária,7.7,-905.16147833577,Viabilidade intermediária,-4.064372974540115,162.8054613516136,3,1,1,5
Três Barras do Paraná,05/02/,0.7638841897538418,0.1039871055335007,27,0.2962962962962963,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.0,0.3703703703703703,Risco climático 30%,3271.805642026477,352.1271810547146,Alta produtividade prevista,3.8,-871.3467532222575,Mais viável,29.750352138972403,196.62018646512615,1,0,0,1
Três Barras do Paraná,05/03/,0.7490680583886555,0.1003815561975329,27,0.3333333333333333,0.2592592592592592,0.1111111111111111,1.0,0.0,0.6296296296296297,Risco climático 40%,3319.317709641405,396.4943917337331,Alta produtividade prevista,3.8,-839.1999994638838,Mais viável,61.89710589734621,228.7669402235001,2,0,0,2
Três Barras do Paraná,15/02/,0.7546509958124629,0.0956986649509028,27,0.2222222222222222,0.037037037037037,0.1851851851851851,0.8518518518518519,0.0,0.3333333333333333,Risco climático 30%,3349.232777016311,353.892048531862,Alta produtividade prevista,3.8,-837.6082279240866,Mais viável,63.488877437143294,230.35871176329712,1,0,0,1
Três Barras do Paraná,15/03/,0.7578346788292323,0.1051811906335451,27,0.4444444444444444,0.3333333333333333,0.1111111111111111,1.0,0.037037037037037,0.5555555555555556,Inapto (risco > 40%),3329.424826851707,356.3148950733357,Alta produtividade prevista,3.8,-846.6613816861562,Mais viável,54.43572367507374,221.3055580012275,3,0,0,3
Três Barras do Paraná,25/02/,0.7410353523069971,0.0994019669239344,27,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.9629629629629628,0.0,0.4444444444444444,Risco climático 30%,3325.270374328887,316.7028944000721,Alta produtividade prevista,3.8,-834.4535377461691,Mais viável,66.64356761506077,233.5134019412145,1,0,0,1
Três Barras do Paraná,25/03/,0.7523693704060767,0.1197347288898626,27,0.4814814814814814,0.4074074074074074,0.1111111111111111,1.0,0.1481481481481481,0.5925925925925926,Inapto (risco > 40%),3309.1009582776946,339.68503382569315,Alta produtividade prevista,3.8,-848.3453535187558,Mais viável,52.75175184247433,219.6215861686281,3,0,0,3
Tupãssi,05/02/,0.7117754159987635,0.1251195041181496,27,0.5185185185185185,0.1851851851851851,0.4074074074074074,0.4074074074074074,0.0,0.1851851851851851,Inapto (risco > 40%),3141.0755742145993,515.7270855012891,Produtividade prevista intermediária,7.7,-903.9934501541328,Viabilidade intermediária,-2.8963447929025348,163.97348953325127,3,1,1,5
Tupãssi,05/03/,0.6914119725590971,0.1120342090766388,27,0.4074074074074074,0.2592592592592592,0.2592592592592592,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3163.0420569725625,630.6352551299262,Produtividade prevista intermediária,7.7,-892.9503989681187,Viabilidade intermediária,8.14670639311117,175.01654071926498,3,1,1,5
Tupãssi,15/02/,0.7073771874560774,0.1076818931834635,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.2222222222222222,Risco climático 30%,3091.4865205648057,608.9641328372139,Baixa produtividade prevista,3.8,-931.8955720610122,Menos viável,-30.798466699782185,136.07136762637165,1,2,2,5
Tupãssi,15/03/,0.6979685499083607,0.1121990356739625,27,0.6296296296296297,0.5185185185185185,0.1851851851851851,1.0,0.037037037037037,0.4074074074074074,Inapto (risco > 40%),3137.353883704755,595.8460130137839,Produtividade prevista intermediária,7.7,-913.0333033004572,Menos viável,-11.936197939227318,154.9336363869265,3,1,2,6
Tupãssi,25/02/,0.6890030589738807,0.1101055766024142,27,0.3703703703703703,0.2222222222222222,0.1851851851851851,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%,3142.5200108693516,545.9440180893687,Produtividade prevista intermediária,7.7,-897.5935043522867,Viabilidade intermediária,3.503601008943213,170.37343533509696,2,1,1,4
Tupãssi,25/03/,0.6987848343676104,0.1222732213280117,27,0.7037037037037037,0.6296296296296297,0.1481481481481481,1.0,0.1481481481481481,0.4074074074074074,Inapto (risco > 40%),3159.917053791237,560.6189175304463,Produtividade prevista intermediária,7.7,-904.3743382119818,Viabilidade intermediária,-3.2772328507516635,163.59260147540212,3,1,1,5
Vera Cruz do Oeste,05/02/,0.7278652638149666,0.1187201374055743,27,0.3333333333333333,0.1851851851851851,0.2222222222222222,0.5185185185185185,0.0,0.3333333333333333,Risco climático 40%,3202.989241333549,495.7182036687497,Produtividade prevista intermediária,3.8,-894.1433524701133,Viabilidade intermediária,6.953752891116769,173.8235872172706,2,1,1,4
Vera Cruz do Oeste,05/03/,0.7264414399999631,0.0955788521714298,27,0.3703703703703703,0.2962962962962963,0.1481481481481481,1.0,0.0,0.5185185185185185,Risco climático 40%,3270.4844264167646,491.1769479492073,Alta produtividade prevista,7.7,-853.9363160996207,Mais viável,47.16078926160951,214.03062358776327,2,0,0,2
Vera Cruz do Oeste,15/02/,0.7277630556463919,0.0968662826154794,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8518518518518519,0.0,0.3703703703703703,Risco climático 30%,3206.8495087119136,518.2589878844369,Produtividade prevista intermediária,7.7,-890.2557437567792,Viabilidade intermediária,10.841361604451007,177.71119593060484,1,1,1,3
Vera Cruz do Oeste,15/03/,0.7356162165404437,0.098513164709534,27,0.5555555555555556,0.4444444444444444,0.1111111111111111,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3260.663811173394,467.14583252600835,Alta produtividade prevista,7.7,-871.6585979615415,Mais viável,29.43850739968873,196.30834172584255,3,0,0,3
Vera Cruz do Oeste,25/02/,0.7194589351419692,0.0979975963308625,27,0.2962962962962963,0.2222222222222222,0.1481481481481481,0.9629629629629628,0.0,0.4074074074074074,Risco climático 30%,3250.570829520382,467.61689995970346,Alta produtividade prevista,7.7,-861.9875014927475,Mais viável,39.109603868482665,205.97943819463643,1,0,0,1
Vera Cruz do Oeste,25/03/,0.7367762380559755,0.1158090216962403,27,0.6296296296296297,0.5925925925925926,0.1111111111111111,1.0,0.1851851851851851,0.5185185185185185,Inapto (risco > 40%),3226.855878942483,448.72943768365553,Produtividade prevista intermediária,3.8,-876.8426267308294,Viabilidade intermediária,24.25447863040082,191.12431295655452,3,1,1,5
